"","Player","Team","Position","Age","Date of Birth","Birth City","Birth State/Province","Birth Country","Nationality","Height (in)","Weight (lbs)","Draft Year","Draft Team","Draft Round","Round Pick","Overall Draft Position"
"1025","Louie Belpedio","MIN","D","24","1996-05-14","Skokie","IL","USA","USA","71","191","2014","MIN","3","20","80"
"391","Luca Sbisa","VAN, VGK","D","31","1990-01-30","Ozieri","","ITA","CHE","74","206","2008","PHI","1","19","19"
"717","Lucas Lessio","MTL","L","28","1993-01-23","Maple","ON","CAN","CAN","73","212","2011","PHX","2","26","56"
"1027","Lucas Wallmark","CAR","C","25","1995-09-05","Umea","","SWE","SWE","72","178","2014","CAR","4","7","97"
"652","Lukas Sedlak","CBJ","C","28","1993-02-25","Ceské Budejovice","","CZE","CZE","72","205","2011","CBJ","6","7","158"
"316","Luke Gazdic","EDM, N.J","L","31","1989-07-25","Toronto","ON","CAN","CAN","76","225","2007","DAL","6","21","172"
"769","Luke Glendening","DET","C, R","31","1989-04-28","Grand Rapids","MI","USA","USA","71","191","-","-","-","-","-"
"1135","Luke Kunin","MIN","C","23","1997-12-04","Chesterfield","MO","USA","USA","72","197","2016","MIN","1","15","15"
"383","Luke Schenn","ARI, L.A, PHI","D","31","1989-11-02","Saskatoon","SK","CAN","CAN","74","225","2008","TOR","1","5","5"
"430","Luke Witkowski","DET, T.B","D, R","30","1990-04-14","Holland","MI","USA","USA","74","215","2008","T.B","6","9","160"
"874","MacKenzie Weegar","FLA","D","27","1994-01-07","Ottawa","ON","CAN","CAN","72","200","2013","FLA","7","25","206"
"922","Madison Bowey","WSH","D","25","1995-04-22","Winnipeg","MB","CAN","CAN","74","202","2013","WSH","2","23","53"
"468","Magnus Paajarvi","OTT, STL","L","29","1991-04-12","Norrkoping","","SWE","SWE","75","206","2009","EDM","1","10","10"
"153","Marc Methot","DAL, OTT","D","35","1985-06-21","Ottawa","ON","CAN","CAN","76","230","2003","CBJ","6","1","168"
"221","Marc Staal","NYR","D","34","1987-01-13","Thunder Bay","ON","CAN","CAN","76","209","2005","NYR","1","12","12"
"239","Marc-Andre Gragnani","N.J","D","34","1987-03-11","Montreal","QC","CAN","CAN","75","205","2005","BUF","3","26","87"
"229","Marc-Edouard Vlasic","S.J","D","33","1987-03-30","Montreal","QC","CAN","CAN","73","205","2005","S.J","2","5","35"
"408","Marco Scandella","BUF, MIN","D","31","1990-02-23","Montreal","QC","CAN","CAN","75","212","2008","MIN","2","25","55"
"494","Marcus Foligno","BUF, MIN","L","29","1991-08-10","Buffalo","NY","USA","CAN","75","223","2009","BUF","4","13","104"
"448","Marcus Johansson","N.J, WSH","L","30","1990-10-06","Landskrona","","SWE","SWE","73","203","2009","WSH","1","24","24"
"522","Marcus Kruger","CAR, CHI","C","30","1990-05-27","Stockholm","","SWE","SWE","72","186","2009","CHI","5","28","149"
"1013","Marcus Pettersson","ANA","D","24","1996-05-08","Skellefteå","","SWE","SWE","76","177","2014","ANA","2","8","38"
"607","Marcus Sorensen","S.J","L, R","28","1992-04-07","Sodertalje","","SWE","SWE","71","175","2010","OTT","4","16","106"
"622","Marek Hrivik","CGY, NYR","L","29","1991-08-28","Cadca","","SVK","SVK","74","197","-","-","-","-","-"
"82","Marek Zidlicky","NYI","D","44","1977-02-03","Most","","CZE","CZE","71","190","2001","NYR","6","11","176"
"45","Marian Gaborik","L.A, OTT","R","39","1982-02-14","Trencin","","SVK","SVK","73","200","2000","MIN","1","3","3"
"14","Marian Hossa","CHI","R","42","1979-01-12","Stará Lubovna","","SVK","SVK","73","207","1997","OTT","1","12","12"
"354","Mario Kempe","ARI","R","32","1988-09-19","Kramfors","","SWE","SWE","72","185","2007","PHI","5","1","122"
"551","Mark Alt","COL, PHI","D","29","1991-10-18","Kansas City","MO","USA","USA","76","201","2010","CAR","2","23","53"
"628","Mark Arcobello","TOR","R","32","1988-08-12","Milford","CT","USA","USA","68","174","-","-","-","-","-"
"429","Mark Barberio","COL, MTL","D","31","1990-03-23","Montreal","QC","CAN","CAN","73","200","2008","T.B","6","1","152"
"423","Mark Borowiecki","OTT","D","31","1989-07-12","Ottawa","ON","CAN","CAN","73","204","2008","OTT","5","18","139"
"249","Mark Fayne","EDM","D","33","1987-05-15","Nashua","NH","USA","USA","75","209","2005","N.J","5","30","155"
"166","Mark Giordano","CGY","D","37","1983-10-03","Toronto","ON","CAN","CAN","72","200","-","-","-","-","-"
"786","Mark Jankowski","CGY","C","26","1994-09-13","Hamilton","ON","CAN","CAN","76","212","2012","CGY","1","21","21"
"310","Mark Letestu","CBJ, EDM","C","36","1985-02-04","Elk Point","AB","CAN","CAN","70","195","-","-","-","-","-"
"737","Mark McNeill","CHI, DAL","C","28","1993-02-22","Langley","BC","CAN","CAN","74","214","2011","CHI","1","18","18"
"594","Mark Pysyk","BUF, FLA","D","29","1992-01-11","Sherwood Park","AB","CAN","CAN","73","196","2010","BUF","1","23","23"
"726","Mark Scheifele","WPG","C","28","1993-03-15","Kitchener","ON","CAN","CAN","75","207","2011","WPG","1","7","7"
"621","Mark Stone","OTT","R","28","1992-05-13","Winnipeg","MB","CAN","CAN","75","202","2010","OTT","6","28","178"
"44","Mark Streit","MTL, PHI, PIT","D","43","1977-12-11","Bern","","CHE","CHE","71","186","2004","MTL","9","4","262"
"133","Mark Stuart","WPG","D","36","1984-04-27","Rochester","MN","USA","USA","74","215","2003","BOS","1","21","21"
"902","Marko Dano","CHI, WPG","C","26","1994-11-30","Eisenstadt","","AUT","SVK","71","201","2013","CBJ","1","27","27"
"709","Markus Granlund","CGY, VAN","C","27","1993-04-16","Oulu","","FIN","FIN","72","180","2011","CGY","2","15","45"
"1100","Markus Hannikainen","CBJ","L","27","1993-03-26","Helsinki","","FIN","FIN","73","200","-","-","-","-","-"
"1120","Markus Nutivaara","CBJ","D","26","1994-06-06","Oulu","","FIN","FIN","73","187","2015","CBJ","7","8","189"
"819","Martin Frk","CAR, DET","R","27","1993-10-05","Pelhrimov","","CZE","CZE","73","205","2012","DET","2","19","49"
"222","Martin Hanzal","ARI, DAL, MIN","C","34","1987-02-20","Pisek","","CZE","CZE","78","230","2005","PHX","1","17","17"
"38","Martin Havlat","STL","R","39","1981-04-19","Mlada Boleslav","","CZE","CZE","74","210","1999","OTT","1","26","26"
"545","Martin Marincin","TOR","D","29","1992-02-18","Kosice","","SVK","SVK","77","217","2010","EDM","2","16","46"
"1176","Martin Necas","CAR","C","22","1999-01-15","Nove Mesto na Morave","","CZE","CZE","73","189","2017","CAR","1","12","12"
"212","Mason Raymond","ANA, CGY","L","35","1985-09-17","Cochrane","AB","CAN","CAN","73","179","2005","VAN","2","21","51"
"1076","Mathew Barzal","NYI","C","23","1997-05-26","Coquitlam","BC","CAN","CAN","72","187","2015","NYI","1","16","16"
"305","Mathieu Perreault","WPG","C","33","1988-01-05","Drummondville","QC","CAN","CAN","70","188","2006","WSH","6","24","177"
"542","Mats Zuccarello","NYR","C, R","33","1987-09-01","Oslo","","NOR","NOR","68","175","-","-","-","-","-"
"436","Matt Bartkowski","CGY, VAN","D","32","1988-06-04","Pittsburgh","PA","USA","USA","73","201","2008","FLA","7","9","190"
"280","Matt Beleskey","BOS, NYR","L","32","1988-06-07","Windsor","ON","CAN","CAN","72","207","2006","ANA","4","19","112"
"421","Matt Calvert","CBJ","L","31","1989-12-24","Brandon","MB","CAN","CAN","71","186","2008","CBJ","5","6","127"
"142","Matt Carle","NSH, T.B","D","36","1984-09-25","Anchorage","AK","USA","USA","72","197","2003","S.J","2","17","47"
"7","Matt Cullen","MIN, PIT","C","44","1976-11-02","Virginia","MN","USA","USA","73","202","1996","ANA","2","9","35"
"462","Matt Duchene","COL, OTT","C","30","1991-01-16","Haliburton","ON","CAN","CAN","71","195","2009","COL","1","3","3"
"777","Matt Dumba","MIN","D","26","1994-07-25","Regina","SK","CAN","CAN","72","185","2012","MIN","1","7","7"
"97","Matt Greene","L.A","D","37","1983-05-13","Grand Ledge","MI","USA","USA","75","236","2002","EDM","2","14","44"
"802","Matt Grzelcyk","BOS","D","27","1994-01-05","Charlestown","MA","USA","USA","69","174","2012","BOS","3","24","85"
"346","Matt Halischuk","WPG","R","32","1988-06-01","Toronto","ON","CAN","CAN","72","180","2007","N.J","4","26","117"
"58","Matt Hendricks","EDM, WPG","C, L","39","1981-06-17","Blaine","MN","USA","USA","72","211","2000","NSH","5","1","131"
"205","Matt Hunwick","PIT, TOR","D","35","1985-05-21","Warren","MI","USA","USA","71","194","2004","BOS","7","31","224"
"538","Matt Irwin","BOS, NSH","D","33","1987-11-29","Victoria","BC","CAN","CAN","73","189","-","-","-","-","-"
"1049","Matt Lorito","DET","L","30","1990-07-03","Oakville","ON","CAN","CAN","69","188","-","-","-","-","-"
"426","Matt Martin","NYI, TOR","L","31","1989-05-08","Windsor","ON","CAN","CAN","75","220","2008","NYI","5","27","148"
"160","Matt Moulson","BUF","L","37","1983-11-01","North York","ON","CAN","CAN","73","188","2003","PIT","9","2","263"
"711","Matt Nieto","COL, S.J","L","28","1992-11-05","Long Beach","CA","USA","USA","71","185","2011","S.J","2","17","47"
"226","Matt Niskanen","WSH","D","34","1986-12-06","Virginia","MN","USA","USA","73","203","2005","DAL","1","28","28"
"742","Matt Puempel","NYR, OTT","L","28","1993-01-24","Windsor","ON","CAN","CAN","73","205","2011","OTT","1","24","24"
"634","Matt Read","PHI","R","34","1986-06-14","Ilderton","ON","CAN","CAN","70","188","-","-","-","-","-"
"101","Matt Stajan","CGY","C","37","1983-12-19","Mississauga","ON","CAN","CAN","73","195","2002","TOR","2","27","57"
"444","Matt Taormina","T.B","D","34","1986-10-20","Warren","MI","USA","USA","70","188","-","-","-","-","-"
"766","Matt Tennyson","BUF, CAR, S.J","D","30","1990-04-23","Minneapolis","MN","USA","USA","74","205","-","-","-","-","-"
"839","Matthew Benning","EDM","D","26","1994-05-25","Edmonton","AB","CAN","CAN","73","203","2012","BOS","6","24","175"
"1042","Matthew Highmore","CHI","C","25","1996-02-27","Halifax","NS","CAN","CAN","71","188","-","-","-","-","-"
"644","Matthew Peca","T.B","C","27","1993-04-27","Petawawa","ON","CAN","CAN","68","182","2011","T.B","7","20","201"
"1134","Matthew Tkachuk","CGY","L","23","1997-12-11","Scottsdale","AZ","USA","USA","74","202","2016","CGY","1","6","6"
"493","Mattias Ekholm","NSH","D","30","1990-05-24","Borlange","","SWE","SWE","76","215","2009","NSH","4","11","102"
"886","Mattias Janmark","DAL","C","28","1992-12-08","Stockholm","","SWE","SWE","73","195","2013","DET","3","18","79"
"941","Max Domi","ARI","C, L","26","1995-03-02","Winnipeg","MB","CAN","CAN","70","192","2013","PHX","1","12","12"
"670","Max Friberg","ANA","R","28","1992-11-20","Skovde","","SWE","SWE","71","200","2011","ANA","5","22","143"
"655","Max McCormick","OTT","L, R","28","1992-05-01","De Pere","WI","USA","USA","71","188","2011","OTT","6","20","171"
"362","Max Pacioretty","MTL","L","32","1988-11-20","New Canaan","CT","USA","USA","74","215","2007","MTL","1","22","22"
"103","Max Talbot","BOS","C","37","1984-02-11","Lemoyne","QC","CAN","CAN","71","186","2002","PIT","8","5","234"
"1159","Maxim Mamin","FLA","C","26","1995-01-13","Moscow","","RUS","RUS","74","206","2016","FLA","6","24","175"
"977","Melker Karlsson","S.J","C","30","1990-07-18","Lycksele","","SWE","SWE","72","180","-","-","-","-","-"
"1026","Michael Amadio","L.A","C","24","1996-05-13","Sault Ste. Marie","ON","CAN","CAN","73","204","2014","L.A","3","30","90"
"556","Michael Bournival","T.B","L","28","1992-05-31","Shawinigan","QC","CAN","CAN","71","198","2010","COL","3","11","71"
"600","Michael Chaput","CBJ, VAN","C","28","1992-04-09","Ile Bizard","QC","CAN","CAN","74","199","2010","PHI","3","29","89"
"986","Michael Dal Colle","NYI","L","24","1996-06-20","Richmond Hill","ON","CAN","CAN","75","200","2014","NYI","1","5","5"
"393","Michael Del Zotto","PHI, VAN","D","30","1990-06-24","Stouffville","ON","CAN","CAN","72","195","2008","NYR","1","20","20"
"295","Michael Frolik","CGY","R","33","1988-02-17","Kladno","","CZE","CZE","73","186","2006","FLA","1","10","10"
"289","Michael Grabner","N.J, NYR, TOR","R","33","1987-10-05","Villach","","AUT","AUT","73","188","2006","VAN","1","14","14"
"1179","Michael Kapla","N.J","D","26","1994-09-19","Eau Claire","WI","USA","USA","72","200","-","-","-","-","-"
"978","Michael Keranen","MIN","L","31","1990-01-04","Stockholm","","SWE","FIN","73","170","-","-","-","-","-"
"375","Michael Kostka","OTT","D","35","1985-11-28","Etobicoke","ON","CAN","CAN","73","210","-","-","-","-","-"
"505","Michael Latta","WSH","C","29","1991-05-25","Kitchener","ON","CAN","CAN","72","188","2009","NSH","3","11","72"
"788","Michael Matheson","FLA","D","27","1994-02-27","Pointe-Claire","QC","CAN","CAN","74","188","2012","FLA","1","23","23"
"900","Michael McCarron","MTL","R","26","1995-03-07","Grosse Pointe","MI","USA","USA","78","232","2013","MTL","1","25","25"
"662","Michael Mersch","L.A","L","28","1992-10-02","Park Ridge","IL","USA","USA","74","215","2011","L.A","4","19","110"
"678","Michael Paliotta","CBJ","D","27","1993-04-06","Westport","CT","USA","USA","76","207","2011","CHI","3","9","70"
"868","Michael Raffl","PHI","L","32","1988-12-01","Villach","","AUT","AUT","72","200","-","-","-","-","-"
"623","Michael Sgarbossa","ANA, FLA","C","28","1992-07-25","Campbellville","ON","CAN","CAN","72","182","-","-","-","-","-"
"411","Michael Stone","ARI, CGY","D","30","1990-06-07","Winnipeg","MB","CAN","CAN","75","210","2008","PHX","3","8","69"
"964","Michael Zalewski","VAN","L","28","1992-08-18","New Hartford","NY","USA","USA","74","205","-","-","-","-","-"
"416","Michal Jordan","CAR","D","30","1990-07-17","Zlin","","CZE","CZE","73","195","2008","CAR","4","14","105"
"1156","Michal Kempny","CHI, WSH","D","30","1990-09-08","Hodonin","","CZE","CZE","72","195","-","-","-","-","-"
"9","Michal Rozsival","CHI","D","42","1978-09-03","Vlasim","","CZE","CZE","73","210","1996","PIT","4","25","105"
"620","Micheal Ferland","CGY","L","28","1992-04-20","Swan River","MB","CAN","CAN","74","217","2010","CGY","5","13","133"
"372","Micheal Haley","FLA, S.J","C","34","1986-03-30","Guelph","ON","CAN","CAN","71","213","-","-","-","-","-"
"713","Miikka Salomaki","NSH","R","28","1993-03-09","Raahe","","FIN","FIN","71","203","2011","NSH","2","22","52"
"725","Mika Zibanejad","NYR, OTT","C","27","1993-04-18","Huddinge","","SWE","SWE","74","208","2011","OTT","1","6","6"
"360","Mikael Backlund","CGY","C","32","1989-03-17","Vasteras","","SWE","SWE","73","200","2007","CGY","1","24","24"
"596","Mikael Granlund","MIN","C, R","29","1992-02-26","Oulu","","FIN","FIN","70","185","2010","MIN","1","9","9"
"255","Mike Angelidis","T.B","L","35","1985-06-27","Woodbridge","ON","CAN","CAN","73","214","-","-","-","-","-"
"211","Mike Blunden","OTT, T.B","R","34","1986-12-15","Toronto","ON","CAN","CAN","76","217","2005","CHI","2","13","43"
"200","Mike Brown","MTL, S.J","R","35","1985-06-24","Chicago","IL","USA","USA","71","205","2004","VAN","5","30","159"
"72","Mike Cammalleri","EDM, L.A, N.J","C, L","38","1982-06-08","Toronto","ON","CAN","CAN","69","185","2001","L.A","2","19","49"
"25","Mike Fisher","NSH","C","40","1980-06-05","Peterborough","ON","CAN","CAN","73","216","1998","OTT","2","17","44"
"178","Mike Green","DET","D","35","1985-10-12","Calgary","AB","CAN","CAN","73","210","2004","WSH","1","29","29"
"443","Mike Hoffman","OTT","C, L","31","1989-11-24","Kitchener","ON","CAN","CAN","72","182","2009","OTT","5","9","130"
"531","Mike Liambas","ANA, NSH","L","32","1989-02-16","Toronto","ON","CAN","CAN","70","195","-","-","-","-","-"
"695","Mike Reilly","MIN, MTL","D","27","1993-07-13","Chicago","IL","USA","USA","74","199","2011","CBJ","4","7","98"
"26","Mike Ribeiro","NSH","C","41","1980-02-10","Montreal","QC","CAN","CAN","72","179","1998","MTL","2","18","45"
"135","Mike Richards","WSH","C","36","1985-02-11","Kenora","ON","CAN","CAN","71","196","2003","PHI","1","24","24"
"202","Mike Santorelli","ANA","C","35","1985-12-14","Vancouver","BC","CAN","CAN","72","189","2004","NSH","6","15","178"
"639","Mike Sislo","N.J","R","33","1988-01-20","Superior","WI","USA","USA","71","190","-","-","-","-","-"
"1182","Mike Vecchione","PHI","C","28","1993-02-25","Saugus","MA","USA","USA","70","194","-","-","-","-","-"
"266","Mike Weber","BUF, WSH","D","33","1987-12-16","Pittsburgh","PA","USA","USA","74","188","2006","BUF","2","27","57"
"199","Mikhail Grabovski","NYI","C","37","1984-01-31","Potsdam","","DEU","BLR","71","186","2004","MTL","5","21","150"
"799","Mikhail Grigorenko","COL","C","26","1994-05-16","Khabarovsk","","RUS","RUS","75","206","2012","BUF","1","12","12"
"1150","Mikhail Sergachev","MTL, T.B","D","22","1998-06-25","Nizhnekamsk","","RUS","RUS","75","216","2016","MTL","1","9","9"
"386","Mikkel Boedker","ARI, COL, S.J","L","31","1989-12-16","Brondby","","DNK","DNK","72","207","2008","PHX","1","8","8"
"64","Mikko Koivu","MIN","C","38","1983-03-12","Turku","","FIN","FIN","75","213","2001","MIN","1","6","6"
"1065","Mikko Rantanen","COL","R","24","1996-10-29","Nousiainen","","FIN","FIN","76","215","2015","COL","1","10","10"
"277","Milan Lucic","EDM, L.A","L","32","1988-06-07","Vancouver","BC","CAN","CAN","75","231","2006","BOS","2","20","50"
"121","Milan Michalek","OTT, TOR","L","36","1984-12-07","Jindrichuv Hradec","","CZE","CZE","74","225","2003","S.J","1","6","6"
"892","Miles Wood","N.J","L","25","1995-09-13","Buffalo","NY","USA","USA","74","195","2013","N.J","4","9","100"
"947","Mirco Mueller","N.J, S.J","D","26","1995-03-21","Winterthur","","CHE","CHE","75","210","2013","S.J","1","18","18"
"518","Mitch Callahan","DET","R","29","1991-08-17","Whittier","CA","USA","USA","71","205","2009","DET","6","29","180"
"1197","Mitch Reinke","STL","D","25","1996-02-04","STILLWATER","MN","USA","USA","71","181","-","-","-","-","-"
"1089","Mitchell Marner","TOR","C","23","1997-05-05","Markham","ON","CAN","CAN","72","175","2015","TOR","1","4","4"
"584","Morgan Ellis","MTL","D","28","1992-04-30","Summerside","PE","CAN","CAN","73","211","2010","MTL","4","27","117"
"903","Morgan Klimchuk","CGY","L","26","1995-03-02","Regina","SK","CAN","CAN","72","185","2013","CGY","1","28","28"
"774","Morgan Rielly","TOR","D","27","1994-03-09","Vancouver","BC","CAN","CAN","73","219","2012","TOR","1","5","5"
"776","Nail Yakupov","COL, EDM, STL","R","27","1993-10-06","Nizhnekamsk","","RUS","RUS","71","195","2012","EDM","1","1","1"
"113","Nate Guenin","COL","D","38","1982-12-10","Aliquippa","PA","USA","USA","75","207","2002","NYR","4","31","127"
"537","Nate Prosser","MIN, STL","D","34","1986-05-07","Elk River","MN","USA","USA","74","201","-","-","-","-","-"
"864","Nate Schmidt","VGK, WSH","D","29","1991-07-16","St. Cloud","MN","USA","USA","73","194","-","-","-","-","-"
"154","Nate Thompson","ANA, L.A, OTT","C","36","1984-10-05","Anchorage","AK","USA","USA","72","205","2003","BOS","6","16","183"
"736","Nathan Beaulieu","BUF, MTL","D","28","1992-12-05","Strathroy","ON","CAN","CAN","74","200","2011","MTL","1","17","17"
"247","Nathan Gerbe","CAR, CBJ","C","33","1987-07-24","Oxford","MI","USA","USA","64","176","2005","BUF","5","17","142"
"930","Nathan MacKinnon","COL","C","25","1995-09-01","Halifax","NS","CAN","CAN","72","200","2013","COL","1","1","1"
"956","Nathan Walker","EDM, WSH","L","27","1994-02-07","Cardiff","","GBR","AUS","69","186","2014","WSH","3","29","89"
"466","Nazem Kadri","TOR","C","30","1990-10-06","London","ON","CAN","CAN","72","192","2009","TOR","1","7","7"
"1186","Neal Pionk","NYR","D","25","1995-07-29","Hermantown","MN","USA","USA","72","186","-","-","-","-","-"
"1029","Nelson Nogier","WPG","D","24","1996-05-27","Saskatoon","SK","CAN","CAN","74","191","2014","WPG","4","11","101"
"526","Nic Dowd","L.A, VAN","C","30","1990-05-27","Huntsville","AL","USA","USA","74","192","2009","L.A","7","17","198"
"916","Nic Petan","WPG","C, L","26","1995-03-22","Delta","BC","CAN","CAN","69","175","2013","WPG","2","13","43"
"929","Nicholas Baptiste","BUF","R","25","1995-08-04","Ottawa","ON","CAN","CAN","73","205","2013","BUF","3","8","69"
"1077","Nicholas Merkley","ARI","R","23","1997-05-23","Calgary","AB","CAN","CAN","70","194","2015","ARI","1","30","30"
"570","Nick Bjugstad","FLA","C","28","1992-07-17","Minneapolis","MN","USA","USA","78","208","2010","FLA","1","19","19"
"323","Nick Bonino","NSH, PIT","C","32","1988-04-20","Hartford","CT","USA","USA","73","195","2007","S.J","6","22","173"
"677","Nick Cousins","ARI, PHI","C","27","1993-07-20","Belleville","ON","CAN","CAN","71","183","2011","PHI","3","7","68"
"265","Nick Foligno","CBJ","L","33","1987-10-31","Buffalo","NY","USA","USA","72","211","2006","OTT","1","28","28"
"370","Nick Holden","BOS, COL, NYR","D","33","1987-05-15","St. Albert","AB","CAN","CAN","76","214","-","-","-","-","-"
"523","Nick Jensen","DET","D","30","1990-09-21","St. Paul","MN","USA","USA","72","205","2009","DET","5","29","150"
"1127","Nick Lappin","N.J","R","28","1992-11-01","Geneva","IL","USA","USA","73","175","-","-","-","-","-"
"474","Nick Leddy","NYI","D","30","1991-03-20","Eden Prairie","MN","USA","USA","72","207","2009","MIN","1","16","16"
"893","Nick Paul","OTT","L","26","1995-03-20","Mississauga","ON","CAN","CAN","76","225","2013","DAL","4","10","101"
"991","Nick Ritchie","ANA","L","25","1995-12-05","Orangeville","ON","CAN","CAN","74","230","2014","ANA","1","10","10"
"1001","Nick Schmaltz","CHI","C","25","1996-02-23","Madison","WI","USA","USA","72","177","2014","CHI","1","20","20"
"53","Nick Schultz","PHI","D","38","1982-08-25","Strasbourg","SK","CAN","CAN","73","203","2000","MIN","2","3","33"
"666","Nick Seeler","MIN","D","27","1993-06-03","Eden Prairie","MN","USA","USA","74","201","2011","MIN","5","10","131"
"686","Nick Shore","CGY, L.A, OTT","C","28","1992-09-26","Denver","CO","USA","USA","73","198","2011","L.A","3","21","82"
"917","Nick Sorensen","ANA","R","26","1994-10-23","Farevejle","","DNK","DNK","73","182","2013","ANA","2","15","45"
"347","Nick Spaling","S.J, TOR","C","32","1988-09-19","Palmerston","ON","CAN","CAN","73","198","2007","NSH","2","28","58"
"294","Nicklas Backstrom","WSH","C","33","1987-11-23","Gävle","","SWE","SWE","73","206","2006","WSH","1","4","4"
"184","Nicklas Grossmann","ARI, CGY","D","36","1985-01-22","Stockholm","","SWE","SWE","76","230","2004","DAL","2","26","56"
"746","Nicklas Jensen","NYR","R","28","1993-03-06","Herning","","DNK","DNK","75","216","2011","VAN","1","29","29"
"1172","Nico Hischier","N.J","C","22","1999-01-04","Brig","","CHE","CHE","73","175","2017","N.J","1","1","1"
"502","Nicolas Deslauriers","BUF, MTL","L","30","1991-02-22","LaSalle","QC","CAN","CAN","73","219","2009","L.A","3","23","84"
"780","Nicolas Kerdiles","ANA","L","27","1994-01-11","Lewisville","TX","USA","USA","74","200","2012","ANA","2","6","36"
"1082","Nicolas Roy","CAR","C","24","1997-02-05","Amos","QC","CAN","CAN","76","205","2015","CAR","4","5","96"
"719","Nikita Kucherov","T.B","R","27","1993-06-17","Maykop","","RUS","RUS","71","183","2011","T.B","2","28","58"
"649","Nikita Nesterov","MTL, T.B","D","27","1993-03-28","Chelyabinsk","","RUS","RUS","71","191","2011","T.B","5","27","148"
"198","Nikita Nikitin","EDM","D","34","1986-06-16","Omsk","","RUS","RUS","76","217","2004","STL","5","7","136"
"1006","Nikita Scherbak","MTL","R","25","1995-12-30","Moscow","","RUS","RUS","74","192","2014","MTL","1","26","26"
"1050","Nikita Soshnikov","STL, TOR","R","27","1993-10-14","Nizhny Tagil","","RUS","RUS","71","185","-","-","-","-","-"
"1021","Nikita Tryamkin","VAN","D","26","1994-08-30","Yekaterinburg","","RUS","RUS","79","265","2014","VAN","3","6","66"
"945","Nikita Zadorov","COL","D","25","1995-04-16","Moscow","","RUS","RUS","77","235","2013","BUF","1","16","16"
"1154","Nikita Zaitsev","TOR","D","29","1991-10-29","Moscow","","RUS","RUS","74","199","-","-","-","-","-"
"245","Niklas Hjalmarsson","ARI, CHI","D","33","1987-06-06","Eksjo","","SWE","SWE","75","197","2005","CHI","4","17","108"
"52","Niklas Kronwall","DET","D","40","1981-01-12","Stockholm","","SWE","SWE","72","194","2000","DET","1","29","29"
"990","Nikolaj Ehlers","WPG","L","25","1996-02-14","Aalborg","","DNK","DNK","72","172","2014","WPG","1","9","9"
"1007","Nikolay Goldobin","S.J, VAN","R","25","1995-10-07","Moscow","","RUS","RUS","71","196","2014","S.J","1","27","27"
"300","Nikolay Kulemin","NYI","L","34","1986-07-14","Magnitogorsk","","RUS","RUS","73","228","2006","TOR","2","14","44"
"597","Nino Niederreiter","MIN","R","28","1992-09-08","Chur","","CHE","CHE","74","218","2010","NYI","1","5","5"
"1053","Noah Hanifin","CAR","D","24","1997-01-25","Boston","MA","USA","USA","75","215","2015","CAR","1","5","5"
"1079","Noah Juulsen","MTL","D","23","1997-04-02","Surrey","BC","CAN","CAN","74","201","2015","MTL","1","26","26"
"1109","Noel Acciari","BOS","C","29","1991-12-01","Johnston","RI","USA","USA","70","209","-","-","-","-","-"
"1169","Nolan Patrick","PHI","C","22","1998-09-19","Winnipeg","MB","CAN","CAN","74","198","2017","PHI","1","2","2"
"890","Oliver Bjorkstrand","CBJ","R","25","1995-04-10","Herning","","DNK","DNK","72","177","2013","CBJ","3","28","89"
"465","Oliver Ekman-Larsson","ARI","D","29","1991-07-17","Karlskrona","","SWE","SWE","74","200","2009","PHX","1","6","6"
"1069","Oliver Kylington","CGY","D","23","1997-05-19","Stockholm","","SWE","SWE","72","183","2015","CGY","2","30","60"
"787","Olli Maatta","PIT","D","26","1994-08-22","Jyväskylä","","FIN","FIN","74","206","2012","PIT","1","22","22"
"1040","Ondrej Kase","ANA","R","25","1995-11-08","Kadan","","CZE","CZE","72","190","2014","ANA","7","25","205"
"647","Ondrej Palat","T.B","L","29","1991-03-28","Frydek-Mistek","","CZE","CZE","72","194","2011","T.B","7","27","208"
"1187","Oscar Fantenberg","L.A","D","29","1991-10-07","Ljunby","","SWE","SWE","72","206","-","-","-","-","-"
"738","Oscar Klefbom","EDM","D","27","1993-07-20","Karlstad","","SWE","SWE","75","216","2011","EDM","1","19","19"
"544","Oscar Lindberg","NYR, VGK","C","29","1991-10-29","Skellefteå","","SWE","SWE","73","202","2010","PHX","2","27","57"
"1034","Oskar Lindblom","PHI","L","24","1996-08-15","Gävle","","SWE","SWE","73","191","2014","PHI","5","18","138"
"805","Oskar Sundqvist","PIT, STL","C","27","1994-03-23","Boden","","SWE","SWE","75","209","2012","PIT","3","20","81"
"1174","Owen Tippett","FLA","R","22","1999-02-16","Peterborough","ON","CAN","CAN","73","207","2017","FLA","1","10","10"
"337","P.K. Subban","MTL, NSH","D","31","1989-05-13","Toronto","ON","CAN","CAN","72","210","2007","MTL","2","13","43"
"86","PA Parenteau","N.J, NSH, TOR","R","38","1983-03-24","Hull","QC","CAN","CAN","72","200","2001","ANA","9","5","264"
"18","Pascal Dupuis","PIT","R","41","1979-04-07","Laval","QC","CAN","CAN","73","205","-","-","-","-","-"
"254","Patric Hornqvist","PIT","R","34","1987-01-01","Sollentuna","","SWE","SWE","71","189","2005","NSH","7","36","230"
"141","Patrice Bergeron","BOS","C","35","1985-07-24","Ancienne-Lorette","QC","CAN","CAN","73","195","2003","BOS","2","15","45"
